review_id,verified_purchase,full_text,rating
R0680,True,I love everything Burts bees and this is no exception. I love everything Burts bees and this is no exception. The coconut foot cream is superior to anything I have ever used. The Almond Milk Hand cream is the best anyone could possibly get.,5.0
R0681,True,Five Stars. Great,5.0
R0682,True,Burts. Love Burts great variety smells great works wonderfully!,5.0
R0683,True,"i knew she'd love it, she said she'd been using it and .... I got this as a gift for a friend, i knew she'd love it, she said she'd been using it and that the things i told her about Berts Bees was so true. Id been using Berts Bees for what seems to be forever. All i want to say is don't let the price scare you...its alllllllll worth it.😀😀😀",5.0
R0684,True,Love love love. Simply the best of the best,5.0
R0685,True,Four Stars. Great stuff. My girlfriend loves it!!,4.0
R0686,False,"Does make an awesome gift!. I received this from a friend and love it. The packaging has held up so I just keep it in the box and use each product frequently. As someone who suffers dry kin, lips, and torn cuticles this has been a life-saver. A+",5.0
R0687,False,Not great!!. Not to the expectation! Did not like the scent of any included items. Did not feel natural.,3.0
R0688,True,Love it. Love burts bees. Best natural products. Came just as advertised.,5.0
R0689,True,Loved it all!. Everything is very pleasant to use.,5.0
R0690,True,She liked it. Gift for granddaughter at her request.,5.0
R0691,True,"Smaller than it looks but, worth it!. Tips and Toes Kit: Wife asks for BB's every year for any occasion. She loves it and this little sampler goes a long way.",5.0
R0692,True,Good.. Good.,4.0
R0693,True,Four Stars. To expensive for samples,4.0
R0694,True,They loved them! Good deal too. Bought 2 of these as gifts for my sister and niece. They loved them! Good deal too!,5.0
R0695,False,Five Stars. Love Burt's Bees products - this kit is good value,5.0
R0696,True,Five Stars. Good product and prompt delivery,5.0
R0697,True,"Cute gift. Gave this as a gift to a female friend. It was a good size and has a nice presentation. I'm a fan of Burt's Bees to start with so I knew I could trust the product. It was perfect for her age group (early 20s) and had a range of useful items inside. Will definitely purchase again, maybe one for myself!",5.0
R0698,True,Five Stars. Was a gift. Have heard no complaints!,5.0
R0699,True,"Moisturizing with Lasting Color. I put this in my mom's Christmas stocking. We both love Burt's Bee products. The creams moisturize without feeling sticky. Equally as moisturizing are the lip color tint gloss sticks. Bonus, the gloss stick leaves a minty, oh so refreshing feeling on your lips after you apply it.",5.0
R0700,True,Nice Gift Set. It's a good variety of their products. I bought it as a gift for someone...and then bought myself one! :),5.0
R0701,True,"and they are great products so it is not really a guessing game .... getting all these Burt's products for this price is kind of insane, at least where I am one chap-stick costs 6~7 dollars. So this was SO worth it, and they are great products so it is not really a guessing game on the quality,",5.0
R0702,True,Five Stars. Another big hit with the ladies for a Christmas grab bag swap.,5.0
R0703,True,"Really nice as a trial pack or a gift. These products do wonders for me in cold, mountainous climes where I tend to experience atypically dry skin. Give Burt's Bees a try!",5.0
R0704,True,"Nice trial set. Bought this not to gift as is but to use individual items in little goodie bags for all the ladies in my family. I like that you can test so many products before actually investing a lot of money into a full size product. My only issue with this set is that everything that came in a jar or tin did not have the any sort of tamper proof safety seal. The cuticle cream actually looked as if it had been touched. The foot cream and hand cream in the tubes did have the little foil on them. There is a hand cream that comes in the clear jar with the white lid that is surprisingly small. For a hand cream this thing has maybe two uses in it? Product was out of stock when I ordered and was set to arrive on the 20th. I was ok with this and purchased anyway, and to my surprise it came 5 days early! No complaints for the price of this set. Would recommend as a trial before investing.",4.0
R0705,True,"What most women need, most of the time. This was a ""HIT"" for a gift choice to my good friends out there this Christmas. Got a lot of positive feedback!",5.0
R0706,True,Great gift. Gave to my mom as a gift she loved everything but the smell of the foot cream. This got her hooked on the hand lotion especially but shes a burt bees fan now!,5.0
R0707,True,Burts Bees Perfect Gift. I sent this as a gift an my friend liked it so much she had to order another set!,5.0
R0708,True,For everything. Awesome products,5.0
R0709,True,My favorite products. Desert air totally dries skin and lips. This is my go-to to keep moist even during dry winters.,5.0
R0710,True,Three Stars. Gift idea,3.0
R0711,True,Good gift.. This gift set is a perfect present for those who love to take care of their skin. Burt's Bees make high quality products and they are really showcased with this gift box.,5.0
R0712,True,Burts Toes.. I bought this when it went on sale and comes with all the essentials you would need for your toes. I highly recommended to get it for your feet.,5.0
R0713,True,Smells great!. This kit is amazing to add in for a little gift! Great smells and great moisturizer for your hands and feet!,5.0
R0714,True,We all love Burt’s Bees. I buy this set for gifts for everyone. We all love Burt’s Bees. This is a great set.,5.0
R0715,True,"Five Stars. perfect bridal shower gifts, our guest loved them",5.0
R0716,True,NA. I gave it as a gift,5.0
R0717,True,Bought this for a baby shower prize give away. .... Bought this for a baby shower prize give away. I want to order one for myself now. I probably will.,5.0
R0718,True,"The quality of the product is very good, however when I opened the box from Amazon .... Bought this as a Mothers Day gift for my wife. The quality of the product is very good, however when I opened the box from Amazon and removed the packing material I was surprised at the small size of the set, MAYBE 6x8&#34;. The tins are quite small, as are the tubes. My wife likes the product, I was just hoping for more based on the price.",4.0
R0719,True,"Not a value. These are the tiniest of tiny sizes, just a set of stuff they would normally give away for free or that their salespeople would pass out as samples. It's really not a value at all -- horrible buy.",1.0
R0720,False,Five Stars. It was a gift and it was well received.,5.0
R0721,True,Nice gift set!. Good value and always a pleaser as Christmas gifts to office co-workers and friends. went over well for white elephant too,5.0
R0722,True,"Great as a prize for baby shower. I bought these to use as a prize for a Winnie the Pooh baby shower themed party. It fits well with the theme and it’s perfect since it’s small. The cuticle cream does wonders, I sometimes use it as regular hand lotion.",5.0
R0723,True,Five Stars. Smells and feels amazing,5.0
R0724,True,Five Stars. Amazing product! Highly recommend and great price!,5.0
R0725,True,Burt's bee's. Not a large amount of stuff for the price...basically paying for tin can.,4.0
R0726,False,"Easy Gift. Perfect gift to sample Burt's Bees products. All of the items smell amazing and work well, but my favorite is the hand cream. No complaints here",5.0
R0727,True,Great deal!. Great bundle for the price! Burts bees is an amazing product,5.0
R0728,True,Burts need is great. Great,5.0
R0729,True,hidratante. práctico,5.0
R0730,True,Good product. Good product.,5.0
R0731,True,"got good reception.. Bought as gifts for co-workers, got good reception.",4.0
R0732,True,"Great for a gift/travel.. I got these as gifts for friends and family- great reaction. There is enough product in the cuticle butter and creams to last a while while not being too much where you end up not using it all. Great to travel with, put in backpacks, etc.",5.0
R0733,True,Four Stars. aok,4.0
R0734,True,"Great product. Love this product. It isn't sticky and really helps with chapped lips, hands or dry skin. Wonderful travel accessory and can get through TSA with no prob.",5.0
R0735,True,"Great products. Love the products, will buy more soon",5.0
R0736,True,"Five Stars. Gifts for family and friends, and self. &#34;)",5.0
R0737,True,"Good gift. My girlfriend loves Burts. She gets dry hands in the winter time so she especially loved this. It works great and smells great. Awesome Christmas gift to compliment other things I got her. Very giftable. I do think that the stuff runs out quickly for what you pay for, but it was a good gift.",5.0
R0738,True,Its tiny product samples. Its very tiny and there are no usage instructions. Packing was fine and thankfully it was unopened box.,3.0
R0739,True,Great gift.. Great little samples. Burts bees is my go-to product.,5.0
R0740,True,A little goes a long way. Great product,5.0
R0741,False,"I am impressed.. This is a great price and product, all natural!",5.0
R0742,True,Es un kit pequeño. Buena calidad de los productos,3.0
R0743,True,Very nice product and worth the price. Bought this product as a gift for my hubby and he is always bragging about how nice it make his skin feel. He is pleased with this gift,4.0
R0744,False,I was very disappointed. The box came and I placed the box .... I was very disappointed. The box came and I placed the box in our spare room unopened me cause we were going away for vacation for a month. When I got back I opened the box and found that the products box was damaged as well as several items in the box. The actual shipping box was fine.,1.0
R0745,True,Five Stars. Got it for a Christmas exchange for someone with super dry skin. He loved it!,5.0
R0746,True,"This stuff really works. if I could give it 10 stars, I would.",5.0
R0747,True,"Fantastic Set. I love this set. I use each product, and have given it as gifts as well. It has been especially useful during this brutal winter.",5.0
R0748,False,Perfect for office Christmas exchange. Bought this for an office Christmas exchange. Great price and delivered in time.,5.0
R0749,True,Great gift!. Products were as described. Thank you!,5.0
R0750,True,Five Stars. Good gift,5.0
R0751,False,"good, i like. good,i like it",5.0
R0752,True,Perfect gift for all ages. Great little gift set for a great price!,5.0
R0753,True,"It's so good.. During this time of year, my lips and skin are very dry. This product is really moisturizing. I use it before going to bed. I feel comfortable on my skin and lips in the morning, and it's not so dry anymore/ I really like it!!",5.0
R0754,True,"My daughter is quite pleased with this set. My daughter is quite pleased with this set. She was already a fan of Burt's Bees' chapstick. The product she likes best in the set is for feet. The skin was so dry her feet looked white. Now she says they look &#34;normal&#34; again. As a mother of two young children, my daughter appreciates any pampering she can get, and Burt's Bees delivered.",5.0
R0755,False,Small amount. Very small packages,3.0
R0756,True,Good stuff as always.. Fun little package!!,4.0
R0757,True,Great gift set!. Wife is a nurse and constantly has dry hands from all the sanitizer she uses and she loves everything included in this!,5.0
R0758,True,"Great way to try before buying full sized. I have super sensitive skin which gets worse this time of year (cold wonder weather). I had a small tin of the hand salve but I wanted to try other products before I started buying full sized. This was a great way to see what works best for my hands and when. For instance, I found that the lotion protects pretty well but does little to repair the already damaged skin. I loved all the products but it’s helping me to prioritize what to spend my money on first.",5.0
R0759,True,Three Stars. Kinda small portions,3.0
R0760,True,"good product.. good products, little tacky to touch for a while after use. Works well on my skin and cuticles",4.0
R0761,False,"Everything is OK except that the products were manufactured last .... Everything is OK except that the products were manufactured last year, I thought they could be manufactured this year but they are not. they will be gifts for my friends, and I hope they will not mind the data of manufacture.",4.0
R0762,True,Great stuff. Can’t go wrong with Burts bees.,5.0
R0763,True,"Best of the Best. Only the best!!! Burts bees beats all others. Tried the rest, this is best.",5.0
R0764,True,Great Gift. Bought as little Mother's Day gifts for ladies who have been very nice to me. They all loved the selection of Burt's Bees.,5.0
R0765,False,Missing item. I just receive this as a gift. I was missing one the little containers lemon scent hand cream. I just noticed and it’s too late to return it ☹️,3.0
R0766,True,"Five Stars. Love berts bees! Great product, gave this as a gift, they loved it. Can't go wrong with this.",5.0
R0767,True,She loved the convenience of the size and the product variety. Gift for my daughter's travel bag when she had her baby. She loved the convenience of the size and the product variety.,5.0
R0768,True,Cute packaging. I got this as a Christmas present for my brother's girlfriend. Its super cute and great as a gift. I also love this brand.,4.0
R0769,False,Works. Works,4.0
R0770,True,Four Stars. good product.,4.0
R0771,False,"Nice!. Burt's Bees products are always a bit above what one expects. They are pricey, bit it's nice to splurge sometimes.",5.0
R0772,False,Great gift or travel set.. Good products.,5.0
R0773,True,... bit smaller than I expected but still makes a nice gift. fast delivery. A bit smaller than I expected but still makes a nice gift. fast delivery. Thank you,4.0
R0774,True,Not a value. I enjoy the product but I'm disappointed with how small the bottles were. There's barely anything in them. Good for maybe 3-4 uses.,2.0
R0775,True,"It's the Bees Knees!. You really cannot go wrong with this stocking stuffer, ""I am sorry I forgot your birthday"" gift, or ""I really don't know you and wanted to buy you some smelling stuff"" gift. I think its best just to have one lying around in your closet for such occation and to treat yourself too!",5.0
R0776,True,Recommend to anyone with dry skin and dry feet. Small travel size products but the fragrances are unbelievably good and very soothing.,5.0
R0777,True,Great. Great experience and product,5.0
R0778,True,Five Stars. great price and fun gift. I bought two of these for Christmas gifts and both people were really pleased!,5.0
R0779,True,It is wonderful on hands but to small for the price.. It was very small for the price.,1.0
R0780,True,Five Stars. great,5.0
R0781,True,Love. Super nice love it I recommend getting a bigger size because it’s so nice it runs out fast!,5.0
R0782,True,"When I received the package, one item was missing .... When I received the package, one item was missing from the box as if someone removed the item then resealed it. Would not order this again.",1.0
R0783,True,Nice. Cute packaging,4.0
R0784,True,"Great gift for someone recuperating!. Hubby purchased after I broke my leg and was confined to a recliner for a few weeks. It was a sweet and thoughtful gift on his part. I have never been disappointed with anything made by Burt's Bees! The lip balm is soothing and the heads cream is nice. I don't care for the foot cream as it is super thick, but I am sure it is of high quality ingredients.",4.0
R0785,True,It’s make very soft for my hand. Super,5.0
R0786,True,good. i love it! the bottle sizes rlly look at it because it looks like their big in the picture but when it came i was surprised abt how small it wasn’t,4.0
R0787,True,"Perfect trail sized options! Perfect for travel!. Awesome buy! I like testing products before buying the full sized versions. The sizes in the kit are also convenient for on-the-go/travel! My favorites are the almond hand cream and coconut foot cream, which I will be buying in full size. I'm planning to reuse the small almond cream jar to put I my purse and keep the full size at home. In regards to the coconut foot cream, a lot goes a long way! I would definitely recommend this!",5.0
R0788,True,Fits nicely in my purse. Great variety,5.0
R0789,True,"Perfect gift. This is one of those gifts that no matter who you give it to, they won’t be able to help but love it. It smells amazing and the quality is clearly there.",5.0
R0790,True,Five Stars. Nice Body,5.0
R0791,False,Great gift. It was a gift so I don't know what it looked like when it got there but I do know that it showed up on time and in good condition,5.0
R0792,True,Very disappointed with the size. Should’ve read the fine print. Very small. Very disappointed with the size. Tiny travel size,1.0
R0793,True,great. bought for teachers n friends they luv them,5.0
R0794,True,"Great set of products. This was a really great set to try these products. The cuticle butter and almond hand cream made my hands look and feel really nice and soft. The foot cream is a little thicker than regular lotion, but once it's on your feet it melts in really well for great hydration. Would recommend, especially if you've never had a Burt's Bees product and want to sample a variety of their products.",5.0
R0795,True,Five Stars. Gift for my husband. I see him pulling the lip balm out regularly and using it!!,5.0
R0796,True,Great eat. Daughter loves this,5.0
R0797,True,Extremely small sample sized. Good stuff just extremely small containers. Would no buy again.,5.0
R0798,True,You'll love these!. A group of Burt's Bees that never fails to be enjoyable! This is a great way to encourage new users.,5.0
R0799,True,"Makes a great Mother’s Day gift. I LOVE hurts bees stuff!! I’ve used multiple products from the line and each and everyone is great quality. This one comes with a chapstick, a nail balm, hand creams, for creams and cuticle creams. The chapstick is pomegranate and feels really good on the lips. Everything smells delicious too! I got this one for my mom for Mother’s Day.",5.0
R0800,True,Five Stars. It was received with great care and continued use,5.0
R0801,True,Five Stars. Great product!,5.0
R0802,True,Was to be a gift. Damaged in transit..,5.0
R0803,False,Five Stars. Excellent kit! Both creams smell good and are very moisturizing!,5.0
R0804,True,"It's a great Sampler or Gift. This is the prefect size if you want to try Burt's Bees Products. It gives you the most popular products in travel size portions. Try them, use them and make the decision of which is right for you. If it's not for you then it's a great gift for someone special.",5.0
R0805,True,The product itself is great. The price is good. The product itself is great. The price is good. The only problem is that I bought it to give as a gift and it arrived in a damaged box. I kept it for myself instead.,3.0
R0806,True,"Great gift. I order 5 box sets for gifts, and they were very well received. I would definitely buy again.",5.0
R0807,True,Thank you!. Thank you!,5.0
R0808,True,Excelente producto para regalar. Se recibió tal y como se anuncia,5.0
R0809,True,Five Stars. Do you want to women in your life to love your gift...buy this!!!,5.0
R0810,True,Still a great gift.. Much smaller than you think. Still a great gift.,4.0
R0811,True,Bert’s product. Need I say more. Like all Bert’s products. It’s great,5.0
R0812,True,love it!!. my mom loved this little set! perfect for gifting to someone on a short notice lol,5.0
R0813,True,Five Stars. Very good product.,5.0
R0814,True,"Great gift set. I purchased this item (or items) as part of a Christmas 'gift set' I was curating. The box came in good condition which is nice even though I didn't end up using the box itself. My main concern was receiving products that were either used or not complete.. I was relieved to find that they were delivered to me in a full set and unused (products still had their protective seals on them). Although, I didn't purchase this for myself, I'm satisfied with my order and hope that my gift recipient enjoys this gift set as well.",5.0
R0815,True,"Lovely gift with honey smell. I bought those package for chemise gift for office colleague ,they all love it",5.0
R0816,True,"what's not to love about burts?. I love this kit. The hand lotion and cuticle oil are my favorites. The foot lotion was ok, was a bit greasy and I didn't care for the texture. The hand salve and almond milk lotion are great to apply before bedtime. Took some getting used to to the hand lotion smell, but now I don't mind at all. I have since bought a larger version of the hand lotion to keep at the bedside for my hands and feet.",5.0
R0817,True,Excellent product. Always excellent product,5.0
R0818,True,Super small.. I was expecting this to be bigger. I got this as a Christmas present and it could almost fit just in my hand. Extremely disappointed.,2.0
R0819,True,Super Set. I love Burts Bees products. This is a wonderful gift idea. I especially love the cuticle cream and the almond and milk cream!,5.0
R0820,True,Five Stars. perfect gift set!,5.0
R0821,True,"Quality products. Each item in the collection is nice, useful -glad I have them.",5.0
R0822,False,Four Stars. It's good to present. Thanks :),4.0
R0823,True,Perfect gift. Recipient loved this gift. Highly recommended.,5.0
R0824,True,I didn't like the fragrance these products had. I thought I'd try Burt's Bees products as they are highly promoted. I didn't like the fragrance these products had. I have sensitivity to certain smells and I gave the products away.,2.0
R0825,True,Nice teacher gift. Made for nice teacher gifts,5.0
R0826,True,"4 stars for 80% perfect - the cuticle butter was strangely inconsistent. I bought this set for my mother-in-law and was disappointed with the cuticle butter- its consistency was off compared with all previous purchases. Overall, this package is an easy gift and always appreciated. I use the lip balm and lime cuticle butter throughout the winter and always have extra on hand (pun not intended). Therefore, I suspect my purchase had gone through an unusual temperature change before delivery. 4 stars for 80% perfect.",4.0
R0827,True,convenient. nice.,4.0
R0828,True,"Empty Tube. Packaging, and delivery were undamaged, no issues. I gave it to my daughter as a gift from her Elf on the Shelf arriving last night. She opens up the box and starts taking out each piece and says mom I think this one is empty, unscrews the cap, removes the foil seal and sure enough, not a drop of lotion in the tube. Not dried up or old and stuck, obvious that it was never filled, yet they placed a foil seal on it, poor QI on Burts Bees part. Never again will I order one of their products. Disappointing.",3.0
R0829,True,Five Stars. Great product!!,5.0
R0830,True,try sample sizes. I wanted to try Burt's Bees sample sizes for my husband and I. I loved the moisturizing lotions and the pomegranate chaptstick!,5.0
R0831,True,Looks just like the photo. This stuff is so cute and it works super well. Perfect Christmas present!,5.0
R0832,True,Nice product but came late. Nice product but came late,1.0
R0833,True,"Great as a gift set or just for yourself!. Great as a gift set, has some amazing products in it. There is just enough of each for you to get an idea if you like the product so you can purchase the ones you like..I LIKE THEM ALL!",5.0
R0834,True,This was a great price and fast delivery I can't complain. I mean the product speaks for itself. I have been a loyal bee customer for years. This was a great price and fast delivery I can't complain.,5.0
R0835,True,A fun stocking stuffer. Burts bees has quality throughout,5.0
R0836,True,Five Stars. Great gift set for a reasonable price,5.0
R0837,True,Al most empty tubes. The tube were almost empty when received.,2.0
R0838,True,Tiny. I did not realize how small the products were actually going to be. Bought it as a gift. When it was opened I was embarrassed. Kind of looked like Barbie samples. I ended up buying more things for the occasion to replace this 'gift'. Wasted money and plastic to the environment.,2.0
R0839,True,Five Stars. These products are so good.,5.0
R0840,True,Great Gift to Receive and Give!. Got this for a Christmas gift and immediately ordered 2 more to give away myself....love it!,5.0
R0841,True,"but they work great for dry skin. Some of the lotions can make your skin feel a little tacky, but they work great for dry skin. So it's worth it to me! I LOVE the chapstick and the hand salve in the little tin.",4.0
R0842,True,"Burts bees. I like burts bees, this a gift so people i give to can try it.",4.0
R0843,False,Great gift!. Love Burt’s Bee’s products!,5.0
R0844,True,This is a nice sampler pack of several Burt’s Bees products. This is a nice sampler pack of several Burt’s Bees products. We got it to give as a gift. Good value for the money.,5.0
R0845,True,"Excelente regalo. Excelente regalo para mujeres, producto de buena calidad y adecuado para pieles delicadas. Ayuda mucho con la hidratación de las pieles secas",5.0
R0846,True,A Nice gift for yourself or someone. Bought as a gift for someone and they loved it..,3.0
R0847,False,"Bought it for my sister, she loves it!. She collects stuff like this so she loved the surprise, great value as it’s cheap, had a promotion, and I got $5 off from Amazon, Thanks!",5.0
R0848,False,Two Stars. Small sized iteams gave as gift to gf she never used them,2.0
R0849,True,Beautiful Yacht Master!. Beautiful piece. Great customer service. Fast shipping. What else can you ask for. Thanks Rafa!,5.0
R0850,True,"Fun!. Love the variety, this is great for a self treat or gift! The almond lotion is awesome wish not only a sample size..",5.0
R0851,True,Love this product. I like it a lot. Will buy again,5.0
R0852,True,Review. Great,5.0
R0853,True,"Products in kit too small...and that's okay. I noticed some reviews have complained about the items in this kit being a little too small. I think that's kind of the point of the kit...just a little sampling of all Burt's Bees has to offer. The idea is great and I'm glad it was only about $10...because I hardly liked anything in this kit. I don't know what it is about the smell of all of Burt's Bees products but I can't stand it. The only product in this kit that I really liked was the cuticle cream, but as I said before, if you've never tried ANY Burt's Bees products you can't really beat $10 for a sample of six different products!",4.0
R0854,False,"Perfect!. This was the perfect gift. The sizing of the items were just right. It didn't look like a sample travel pack at all. There was also enough variety in products to choose from. I gave it from the box, but It would look just as nice in a DIY gift set/box.",5.0
R0855,True,Burts Bees products are the bomb!. A pre-birthday gift for my bff. Nice little sampler of a high quality product.,5.0
R0856,True,I should have read the description better. I was under the impression they were bigger. I should have read the description better. I was under the impression they were bigger. Pay attention to details like oz,2.0
R0857,True,A lot of products good price. Great,5.0
R0858,True,But its a great product!. Smaller bottles then I expected! But its a great product!,3.0
R0859,True,Great. Very nice thank you gift. Cheaper than Wal-Mart had it.,5.0
R0860,True,"When i get it, I'm so angry! The .... When i get it, I'm so angry! The box is broken! there isn't the lipstick! It's not a new one! What's happened!",1.0
R0861,True,"is a favorite good commodity. The brand, is a favorite good commodity, with the best when dry.",5.0
R0862,True,Great!!. wife loves this present!!,5.0
R0863,True,Love this kit. Love this kit! I use everything in it! It lasts so long and smells so great. I especially love the cuticle butter.,5.0
R0864,True,"very small portion each. I like it but each products contain very small amount, hand cream is only for 10 days.",3.0
R0865,True,Five Stars. good product,5.0
R0866,True,Four Stars. good and cheap,4.0
R0867,True,Two Stars. These boxes are really really small.,2.0
R0868,True,Great sample kit. I bought this as a Christmas gift for my mom; I read the reviews so I knew it would be travel sized. I think it is a nice sample of the products. However the lotions felt a bit sticky. But the cuticle cream was very nice.,3.0
R0869,True,Five Stars. as described,5.0
R0870,False,"Muy practico por su tamaño. Me gustó el kit y me parece un tamaño ideal para viaje, bolso de mano o para regalar",5.0
R0871,True,"perfect timing. As expected, perfect timing delivery",5.0
R0872,True,One Star. Guess I hate burt bees lotion. It was super thick and dosent spread,1.0
R0873,True,It was a gift for someone else. It was a gift for someone else,5.0
R0874,True,Five Stars. good.,5.0
R0875,True,"I ordered this for a Christmas present for a friend .... I ordered this for a Christmas present for a friend and the Almond and Milk hand cream was missing from the box! Very irritated about this, especially since there are only 3 days until Christmas.",1.0
R0876,True,"Smaller than expected. Burt's bees has always been quality and great products but smaller than expected but I suppose that's my fault I didn't know they had miniature tins, i figured they were the "".6ml the size you usually see sold at stores"" but I didn't think twice pictures look like regular size seen in stores but now I know overall still great gift and good price for the products u get",5.0
R0877,True,Two Stars. Product looks good but. Is missing the cuticle cream. Um why?,2.0
R0878,True,"Pretty scents, easy to throw in bag. Use all products to grow my nails, I love em.",5.0
R0879,False,She loved it and the gift wrapping was all done. Bought this as a gift for my mother. She loved it and the gift wrapping was all done.,5.0
R0880,True,"the durability period is 2 months left~. I have to ask my friends use it very quickly ! it was send as a gift (if you choice this option, Be careful) because The kits were produced in Nov 2016 which I ordered in SEP 2019. The informed durability period is three years. ONLY TWO Months left~~~~~",1.0
R0881,True,Five Stars. High quality product for a reasonable price.,5.0
R0882,True,"Finally purchased. Glad I did!. The cuticle cream is by far my favorite. Think lemon bar scent meets amazing cuticle miracle worker. I like the other items as well, but the cuticle cream is amazing. The foot cream has a nice light scent and absorbs quickly. I think of all the items the honey hand cream is my least favorite simply based on the scent. Honey isn't my favorite. I definitely would buy this again and will give it as gifts in the future.",5.0
R0883,True,Broken. The box was broken when i got this.,3.0
R0884,True,Great product. Perfect size for traveling. I love how it moisturizing it is for my skin and great scent.,5.0
R0885,True,Recommended. Perfect mini gift,5.0
R0886,True,"Not all items in package. One item was missing from the package when I received it. I repackaged in something else, as it was a gift and I didn’t have time to return. Items are great, I just wish I had received all of them!",2.0
R0887,True,Guest room gift. Purchase for guests as we live in a dry climate. Lovely.,5.0
R0888,True,Makes a good gift!. I loved this package of Burt’s bees lotions it made a great gift!,5.0
R0889,True,Stocking stuffers our daughters-in-law appreciate. We give these as stocking stuffers at Christmas,5.0
R0890,True,Perfect teacher gift. Great product and well-priced. Gave these as gifts for Christmas. They were a hit!,5.0
R0891,True,Five Stars. I like it.,5.0
R0892,True,Too small. Not bad,3.0
R0893,True,Great product at a great price. Great value,5.0
R0894,True,"Got it as a sampler gift.... ... and got the same thing as a gift from the same friend I gifted it to! Lol. Yes, it's small, but it says the sizes in the description so I knew what to expect. They liked it and so did I; because of the variety of products it lasted long enough for the price! I'd say worth it if you're looking for something small but nice and useful.",5.0
R0895,True,"so good stuff.. They havent turned her ears green, so good stuff.",5.0
R0896,False,Five Stars. Great little kit- a lot of things for the price!,5.0
R0897,True,Burts Bees is Best!. I adore all the Burts bees products and this one is no different! These are the perfect travel sizes for on the go! My skin always feels so amazing Free using these. Will 100% be buying this again!,5.0
R0898,True,"Odd thicknesses and scents. Very sad, I bought this to use in travel bags and purse, and all items are too thick or odd smelling. I've bought this brand in the past, so I do not know what went wrong.",1.0
R0899,True,"Squeeze those Bees. I know that bees are endangered now, and that we'll probably all die if the bees go away, but I totally think it's worth it to squeeze this stuff out of their fat little corpses if it makes my lips feel this good! Maybe I'm unclear on the process of procuring the wax, but I'm pretty sure they would rather keep it than ""give"" it to us... Too bad shrimpy!! Survival of the fittest! (James Effing Darwin) Long story short: I love my beeswax. And you will too. Get yours now!",5.0
R0900,True,Love Burt’s Bees. Love the small sample pack so you can try a variety of products.,5.0
R0901,True,"Too small. I had high standards for this set. It came a lot smaller than I was thinking it was going to be. Very small , smaller than a travel size of something. Wouldn't repurchase.",2.0
R0902,True,Three Stars. great products just the photo is closer so I thougth were bigger,3.0
R0903,False,Empty foot cream tube. The foot cream tube was almost completely empty upon arrival.,1.0
R0904,False,Four Stars. I bought presents for my family.,4.0
R0905,True,Perfect gift size. Made a very lovely gift for a gift exchange,5.0
R0906,True,Gives good protection to my skin. Awesome product to affordable price 👍🏽,5.0
R0907,True,"Great gift for my mother!. My mom really liked this and still uses it, I got it as a thank you gift with same day shipping and I don’t regret it.",5.0
R0908,True,10 Stars. I got this for my mothers birthday and she absolutely loved it!! She was so happy because every night she puts lotion on her hands and feet and Chapstick on her lips and she now uses this every night,5.0
R0909,True,"So I am satisfied with this set. I got this set, for snowy climate on vacation. The hand lotion feels a little sticky, and the foot lotion is very thick and gel-like. Nevertheless, all of the products kept my skin from cracking and drying out, and that's the main goal! So I am satisfied with this set. I'm still using the Pom chapstick, in hot weather! It adds some color, and it does help lips from drying out. I enjoy using it. *Interesting tip: If you usually suffer from chapped nose during severe colds, use the B.B. plain chapstick (no added color) around your nostrils after blowing your nose. It will keep them from cracking and blistering. This has been very helpful for me in the past.",4.0
R0910,False,"Great!!. Honestly, this is the first lip balm I used completely- without loosing, washing, or having my dog eat (hounds are stupid) I Love the lip balm, the honey hand creme was soooooo lovely, made me feel silky and smelled awesome. The cuticle cream I kept in my purse and would apply daily, I love the lemon smell, so fresh, and it made my cuticles look and feel softer. The coconut foot creme, I liked that, but maybe the scent wasn't quite to my liking, didn't seem very coconutty to me, but that's merely my opinion. It did, however, leave my feet feeling soft and smooth, I like to put it on at night time in bed before I went to sleep, I think also the foot creme should have been slightly bigger then the hand lotion bottle, only because I think me and maybe most other people (correct me if I'm wrong) might use more per use on our feet vs or hands. I found I used up the foot stuff way faster, anyway. But I loved it and will definitely be getting more lip balms and cuticle creme for sure",5.0
R0911,True,"Buenos productos.. Lindos productos, el tamaño es perfecto para regalar y/o para viajes.",5.0
R0912,True,Five Stars. Excellent gift!,5.0
R0913,True,Burt's bees. Works well love it,5.0
R0914,True,"One missing item, lip balm.. Box looks like old one and it was missing de lip balm, I didn’t bother To return it but I will never buy it again.",1.0
R0915,True,"Quality, not quantity.. Product and package were a little smaller than I expected - I didn't completely read the details, but the quality of Burt's Bees is always exceptional. This item is a great gift for the person that has everything.",4.0
R0916,True,"Great to gift. Random gift to my girlfriend and she loves it, especially because the cold weather is coming anytime soon (California) it helps when her hands go dry and crack. She enjoyed it",5.0
R0917,True,"Nice but is more like a very small tester. I love all from Burt's Bees, but this products size are completely small",3.0
R0918,True,Five Stars. perfect,5.0
R0919,True,OKAY. SMALLER THAN EXPECTED.,3.0
R0920,True,Perfect for bedside. Got these for my daughter who is recovering from surgery she kept them by her bed and use them frequently she loves all of Burpee’s items these did not disappoint,5.0
R0921,True,Live bug inside. This was bought as a gift for a friend it was fully sealed and when she opened it there was a live bug under one of the lotions.,2.0
R0922,True,Great gift!. Simple. Great gift!,5.0
